Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (SDG),Item,Year Code,Year,Unit,Value
"SDGB","SDG Indicators","74","Gabon","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","0.3"
"SDGB","SDG Indicators","75","Gambia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","0.3"
"SDGB","SDG Indicators","81","Ghana","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","1.8"
"SDGB","SDG Indicators","90","Guinea","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","175","Guinea-Bissau","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","114","Kenya","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","13"
"SDGB","SDG Indicators","122","Lesotho","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","0.5"
"SDGB","SDG Indicators","123","Liberia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","1.9"
"SDGB","SDG Indicators","124","Libya","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","129","Madagascar","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","11.7"
"SDGB","SDG Indicators","130","Malawi","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","3.2"
"SDGB","SDG Indicators","133","Mali","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","2"
"SDGB","SDG Indicators","136","Mauritania","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","0.4"
"SDGB","SDG Indicators","137","Mauritius","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","270","Mayotte","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","143","Morocco","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","1.5"
"SDGB","SDG Indicators","144","Mozambique","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","9.5"
"SDGB","SDG Indicators","147","Namibia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","0.5"
"SDGB","SDG Indicators","158","Niger","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","159","Nigeria","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","29.4"
"SDGB","SDG Indicators","182","R?union","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","184","Rwanda","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","4.4"
"SDGB","SDG Indicators","187","Saint Helena, Ascension and Tristan da Cunha","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","193","Sao Tome and Principe","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","195","Senegal","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","1.2"
"SDGB","SDG Indicators","196","Seychelles","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","197","Sierra Leone","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","2"
"SDGB","SDG Indicators","201","Somalia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","9.2"
"SDGB","SDG Indicators","202","South Africa","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","3.8"
"SDGB","SDG Indicators","277","South Sudan","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","276","Sudan","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","5.3"
"SDGB","SDG Indicators","217","Togo","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","1.7"
"SDGB","SDG Indicators","222","Tunisia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","0.3"
"SDGB","SDG Indicators","226","Uganda","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","215","United Republic of Tanzania","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","14.5"
"SDGB","SDG Indicators","205","Western Sahara","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","251","Zambia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
"SDGB","SDG Indicators","181","Zimbabwe","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions",""
